,User ID,Year last purchased,Month last purchased,Day last purchased,DayOfWeek last purchased,N days to date,N Courses,Category_Digestivo,Category_Enfermería Básica,Category_Geriatría,Category_Gestión,Category_Mujer,Category_Pediatría,Category_Urgencias,Credits Max,Credits Mean,Credits Min,Credits Sum,Current Value Max,Current Value Mean,Current Value Min,Current Value Sum,Hours Max,Hours Mean,Hours Min,Hours Sum,Target
35,1591429,2017,7,14,4,2377,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
36,1591441,2018,3,25,6,2123,2,1,1,0,0,0,0,0,6.5,5.6,4.7,11.2,29.0,24.0,19.0,48.0,50.0,42.5,35.0,85.0,Electrocardiografía
37,1591450,2019,8,4,6,1626,1,0,0,0,0,1,0,0,7.9,7.9,7.9,7.9,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Complicaciones Durante El Embarazo
38,1591475,2019,8,5,0,1625,2,1,0,0,0,1,0,0,7.9,7.2,6.5,14.4,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Antibioterapia Básica
39,1591484,2019,5,24,4,1698,2,0,1,0,0,1,0,0,7.9,6.300000000000001,4.7,12.600000000000001,29.0,24.0,19.0,48.0,70.0,52.5,35.0,105.0,Electrocardiografía
40,1591493,2017,7,5,2,2386,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Soporte Vital Avanzado
41,1591506,2017,11,26,6,2242,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
42,1591508,2018,11,13,1,1890,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Cuidados Paliativos
43,1591520,2017,11,22,2,2246,2,0,1,0,0,0,0,1,6.0,5.35,4.7,10.7,19.0,19.0,19.0,38.0,45.0,40.0,35.0,80.0,Electrocardiografía
44,1591527,2018,10,25,3,1909,4,1,3,0,0,0,0,0,8.8,6.175,4.7,24.7,29.0,26.5,19.0,106.0,50.0,45.0,35.0,180.0,Menopausia
45,1591532,2021,4,9,4,1012,2,0,2,0,0,0,0,0,7.8,6.25,4.7,12.5,39.0,29.0,19.0,58.0,70.0,52.5,35.0,105.0,Introducción A La Investigación Sociosanitaria
46,1591535,2023,9,4,0,134,3,0,2,0,0,0,0,1,8.8,6.566666666666667,4.9,19.700000000000003,49.0,32.333333333333336,19.0,97.0,50.0,46.666666666666664,45.0,140.0,Manejo Integral De La Vía Aérea Difícil
47,1591541,2017,6,29,3,2392,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Cuidados Paliativos
48,1591543,2019,9,10,1,1589,3,0,2,0,0,0,0,1,8.8,7.2,4.7,21.6,29.0,29.0,29.0,87.0,50.0,45.0,35.0,135.0,Lactancia Materna
49,1591549,2022,11,18,4,424,2,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,39.0,39.0,39.0,39.0,50.0,50.0,50.0,50.0,Técnicas Invasivas En Urgencias Y Emergencias
50,1591558,2019,9,13,4,1586,3,0,3,0,0,0,0,0,9.0,8.866666666666667,8.8,26.6,29.0,29.0,29.0,87.0,70.0,56.666666666666664,50.0,170.0,Nuevas Adicciones
51,1591564,2021,3,19,4,1033,3,0,1,0,0,1,0,1,9.0,7.366666666666667,6.0,22.1,29.0,29.0,29.0,87.0,70.0,61.666666666666664,45.0,185.0,Electrocardiografía
52,1591565,2017,7,23,6,2368,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
53,1591577,2017,12,8,4,2230,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,19.0,19.0,19.0,19.0,70.0,70.0,70.0,70.0,Introducción A La Enfermería En Endoscopia Digestiva
54,1591580,2018,6,25,0,2031,2,0,2,0,0,0,0,0,9.0,8.9,8.8,17.8,29.0,24.0,19.0,48.0,70.0,60.0,50.0,120.0,Complicaciones Durante El Embarazo
55,1591607,2017,11,27,0,2241,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,19.0,19.0,19.0,19.0,45.0,45.0,45.0,45.0,Curso Completo De Diálisis Peritoneal
56,1591611,2018,7,20,4,2006,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Avanzado
57,1591612,2018,10,9,1,1925,2,0,2,0,0,0,0,0,4.7,4.7,4.7,9.4,29.0,24.0,19.0,48.0,45.0,40.0,35.0,80.0,Electrocardiografía
58,1591615,2019,5,29,2,1693,1,0,0,0,0,1,0,0,7.9,7.9,7.9,7.9,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Electrocardiografía
59,1591625,2018,6,14,3,2042,2,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Urgencias Obstétricas Extrahospitalarias
60,1591627,2018,5,2,2,2085,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Electrocardiografía
61,1591680,2021,1,31,6,1080,3,1,1,1,0,0,0,0,6.7,5.966666666666666,4.7,17.9,39.0,29.0,19.0,87.0,50.0,30.0,5.0,90.0,Planificación Familiar
62,1591686,2017,6,30,4,2391,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Urgencias Obstétricas Extrahospitalarias
63,1591690,2017,6,27,1,2394,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
64,1591703,2018,10,23,1,1911,2,1,1,0,0,0,0,0,8.8,7.65,6.5,15.3,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Menopausia
65,1591715,2019,6,11,1,1680,3,1,2,0,0,0,0,0,9.0,6.733333333333333,4.7,20.2,49.0,42.333333333333336,29.0,127.0,70.0,51.666666666666664,35.0,155.0,Cuidados Paliativos
66,1591717,2018,4,14,5,2103,4,2,2,0,0,0,0,0,9.0,6.675,4.7,26.7,29.0,29.0,29.0,116.0,70.0,51.25,35.0,205.0,Electrocardiografía
67,1591719,2022,3,25,4,662,1,0,1,0,0,0,0,0,8.7,8.7,8.7,8.7,39.0,39.0,39.0,39.0,70.0,70.0,70.0,70.0,Electrocardiografía
68,1591727,2022,3,29,1,658,3,0,2,0,0,0,0,1,8.8,6.5,4.7,19.5,49.0,35.666666666666664,19.0,107.0,50.0,43.333333333333336,35.0,130.0,Introducción A La Investigación Sociosanitaria
69,1591745,2021,6,29,1,931,6,0,2,0,0,2,0,1,8.7,6.459999999999999,3.4,32.3,39.0,35.0,29.0,175.0,70.0,54.0,25.0,270.0,Soporte Vital Avanzado
70,1591754,2017,11,27,0,2241,2,0,2,0,0,0,0,0,9.0,6.85,4.7,13.7,19.0,19.0,19.0,38.0,70.0,52.5,35.0,105.0,Actualización En Medicina Interna
71,1591756,2018,3,30,4,2118,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Antibioterapia Básica
72,1591768,2018,9,7,4,1957,2,0,2,0,0,0,0,0,9.0,8.9,8.8,17.8,29.0,24.0,19.0,48.0,70.0,60.0,50.0,120.0,Actualización En Neonatología
73,1591784,2023,8,1,1,168,2,0,0,0,0,1,1,0,5.1,5.0,4.9,10.0,19.0,19.0,19.0,38.0,45.0,45.0,45.0,90.0,Complicaciones Durante El Embarazo
74,1591788,2018,10,30,1,1904,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Menopausia
75,1591792,2023,2,10,4,340,3,0,1,0,0,1,0,1,8.8,8.033333333333333,7.1,24.1,49.0,39.0,29.0,117.0,70.0,60.0,50.0,180.0,Soporte Vital Avanzado
76,1591794,2023,1,18,2,363,2,0,1,0,0,0,1,0,8.8,8.75,8.7,17.5,49.0,49.0,49.0,98.0,70.0,70.0,70.0,140.0,Electrocardiografía
77,1591798,2018,11,14,2,1889,2,0,2,0,0,0,0,0,8.8,6.75,4.7,13.5,29.0,24.0,19.0,48.0,50.0,42.5,35.0,85.0,Soporte Vital Avanzado
78,1591810,2018,1,18,3,2189,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,35.0,35.0,35.0,35.0,Electrocardiografía
79,1591840,2022,10,9,6,464,2,0,0,0,0,0,0,2,5.5,5.1,4.7,10.2,29.0,29.0,29.0,58.0,45.0,45.0,45.0,90.0,Soporte Vital Básico
80,1591842,2018,4,1,6,2116,2,1,1,0,0,0,0,0,6.5,5.6,4.7,11.2,29.0,24.0,19.0,48.0,50.0,42.5,35.0,85.0,Electrocardiografía
81,1591847,2020,12,12,5,1130,2,0,1,0,0,1,0,0,7.1,5.9,4.7,11.8,29.0,24.0,19.0,48.0,70.0,52.5,35.0,105.0,Lactancia Materna
82,1591850,2017,6,27,1,2394,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
83,1591852,2018,3,28,2,2120,3,1,2,0,0,0,0,0,9.0,6.733333333333333,4.7,20.2,49.0,42.333333333333336,29.0,127.0,70.0,51.666666666666664,35.0,155.0,Electrocardiografía
84,1591869,2017,6,30,4,2391,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
85,1591872,2018,10,30,1,1904,2,0,2,0,0,0,0,0,4.7,4.7,4.7,9.4,29.0,24.0,19.0,48.0,45.0,40.0,35.0,80.0,Urgencias Obstétricas Extrahospitalarias
86,1591876,2017,6,28,2,2393,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Soporte Vital Avanzado
87,1591878,2019,3,23,5,1760,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Introducción A La Enfermería En Endoscopia Digestiva
88,1592078,2020,9,17,3,1216,2,0,0,0,0,0,0,2,6.0,6.0,6.0,12.0,29.0,29.0,29.0,58.0,45.0,45.0,45.0,90.0,Complicaciones Durante El Embarazo
89,1592079,2020,11,22,6,1150,6,0,2,0,0,0,1,2,8.1,6.2,3.4,31.0,29.0,27.0,19.0,135.0,50.0,44.0,25.0,220.0,Electrocardiografía
90,1592081,2017,6,26,0,2395,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
91,1592092,2018,6,16,5,2040,4,1,2,0,0,0,0,1,8.8,6.5,4.7,26.0,49.0,39.0,29.0,156.0,50.0,45.0,35.0,180.0,Atención Al Paciente Politraumatizado Y Grandes Quemados
92,1592118,2017,7,9,6,2382,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
93,1592121,2022,10,3,0,470,1,0,0,0,0,0,1,0,8.8,8.8,8.8,8.8,49.0,49.0,49.0,49.0,70.0,70.0,70.0,70.0,Atención Integral Del Paciente Con Diabetes Mellitus
94,1592133,2018,9,28,4,1936,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Introducción A La Enfermería En Endoscopia Digestiva
95,1592157,2018,10,25,3,1909,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Antibioterapia Básica
96,1592194,2022,10,4,1,469,9,1,3,0,1,1,1,2,9.0,6.6,3.1,59.4,49.0,30.11111111111111,19.0,271.0,70.0,48.888888888888886,35.0,440.0,Avances En Geriatría
97,1592203,2017,6,27,1,2394,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
98,1592210,2019,12,26,3,1482,1,0,0,0,0,1,0,0,4.9,4.9,4.9,4.9,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Soporte Vital Avanzado
99,1592220,2022,7,4,0,561,5,0,1,1,0,1,0,2,8.2,7.32,4.9,36.6,59.0,37.0,19.0,185.0,70.0,57.0,45.0,285.0,Evaluación Y Tratamiento De Úlceras Por Presión
100,1592233,2022,10,4,1,469,2,0,2,0,0,0,0,0,9.0,6.85,4.7,13.7,19.0,19.0,19.0,38.0,70.0,52.5,35.0,105.0,Menopausia
101,1592246,2018,7,14,5,2012,2,1,1,0,0,0,0,0,6.5,5.6,4.7,11.2,29.0,29.0,29.0,58.0,50.0,42.5,35.0,85.0,Urgencias Obstétricas Extrahospitalarias
102,1592248,2017,12,3,6,2235,2,0,2,0,0,0,0,0,9.0,6.85,4.7,13.7,19.0,19.0,19.0,38.0,70.0,52.5,35.0,105.0,Introducción A La Enfermería En Endoscopia Digestiva
103,1592272,2022,9,1,3,502,2,0,0,0,0,0,1,1,8.8,7.4,6.0,14.8,49.0,39.0,29.0,78.0,70.0,57.5,45.0,115.0,Manejo Integral De La Vía Aérea Difícil
104,1592282,2018,7,27,4,1999,3,1,2,0,0,0,0,0,8.8,6.666666666666667,4.7,20.0,49.0,35.666666666666664,29.0,107.0,50.0,45.0,35.0,135.0,Curso Completo De Diálisis Peritoneal
105,1592304,2018,8,24,4,1971,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Urgencias Obstétricas Extrahospitalarias
106,1592315,2023,6,6,1,224,5,1,3,0,0,0,0,1,8.2,5.34,3.3,26.7,49.0,29.0,19.0,145.0,70.0,39.0,25.0,195.0,Introducción A La Investigación Sociosanitaria
107,1592528,2022,12,14,2,398,2,0,1,0,0,0,0,1,8.2,7.699999999999999,7.2,15.399999999999999,59.0,49.0,39.0,98.0,70.0,60.0,50.0,120.0,Cuidados Intensivos Respiratorios
108,1592535,2022,3,30,2,657,3,0,1,0,0,1,0,1,8.8,8.0,7.1,24.0,29.0,25.666666666666668,19.0,77.0,70.0,56.666666666666664,50.0,170.0,Evaluación Y Tratamiento De Úlceras Por Presión
109,1592536,2022,1,13,3,733,3,0,2,0,0,0,0,1,8.7,7.3999999999999995,5.3,22.2,59.0,42.333333333333336,29.0,127.0,70.0,60.0,40.0,180.0,Valoración Geriátrica Integral
110,1592537,2017,7,1,5,2390,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
111,1592562,2017,11,25,5,2243,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Urgencias Obstétricas Extrahospitalarias
112,1592568,2018,3,24,5,2124,3,1,2,0,0,0,0,0,9.0,6.733333333333333,4.7,20.2,29.0,25.666666666666668,19.0,77.0,70.0,51.666666666666664,35.0,155.0,Electrocardiografía
113,1592598,2020,7,25,5,1270,2,0,1,0,0,1,0,0,8.8,7.95,7.1,15.9,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Menopausia
114,1592607,2017,6,27,1,2394,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
115,1592608,2018,7,2,0,2024,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
116,1592613,2018,4,24,1,2093,2,1,0,0,0,0,0,1,6.5,6.25,6.0,12.5,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Antibioterapia Básica
117,1592634,2019,5,21,1,1701,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Introducción A La Enfermería En Endoscopia Digestiva
118,1592665,2018,3,23,4,2125,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
119,1592671,2022,7,19,1,546,4,0,2,0,0,1,0,1,8.7,8.15,7.8,32.6,49.0,44.0,39.0,176.0,70.0,70.0,70.0,280.0,Lesiones Deportivas
120,1592680,2019,9,19,3,1580,3,1,1,0,0,0,0,1,6.5,5.733333333333333,4.7,17.2,29.0,29.0,29.0,87.0,50.0,46.666666666666664,45.0,140.0,Abordaje Integral Del Paciente Con Disfagia
121,1592688,2021,4,12,0,1009,1,0,1,0,0,0,0,0,8.7,8.7,8.7,8.7,39.0,39.0,39.0,39.0,70.0,70.0,70.0,70.0,Tecnologías De La Información En Entornos Sanitarios
122,1592720,2018,7,21,5,2005,2,0,2,0,0,0,0,0,4.7,4.7,4.7,9.4,29.0,24.0,19.0,48.0,45.0,40.0,35.0,80.0,Actualización En Covid-19
123,1592727,2017,7,17,0,2374,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,49.0,49.0,49.0,49.0,35.0,35.0,35.0,35.0,Soporte Vital Avanzado
124,1592741,2017,6,1,3,2420,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,19.0,19.0,19.0,19.0,70.0,70.0,70.0,70.0,Antibioterapia Básica
125,1592750,2020,9,24,3,1209,3,0,3,0,0,0,0,0,8.8,6.533333333333334,4.7,19.6,29.0,29.0,29.0,87.0,50.0,43.333333333333336,35.0,130.0,Complicaciones Durante El Embarazo
126,1592753,2017,7,12,2,2379,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
127,1592762,2017,6,27,1,2394,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Electrocardiografía
128,1592784,2020,8,1,5,1263,2,0,2,0,0,0,0,0,8.8,8.0,7.2,16.0,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Actualización En Covid-19
129,1592785,2017,7,1,5,2390,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Actualización En Medicina Interna
130,1592789,2019,9,4,2,1595,1,0,0,0,0,0,1,0,5.1,5.1,5.1,5.1,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Cuidados Paliativos
131,1592794,2021,6,1,1,959,5,0,2,0,0,2,0,1,8.8,7.540000000000001,6.0,37.7,49.0,37.0,29.0,185.0,70.0,59.0,45.0,295.0,Actualización En Incidentes Con Múltiples Víctimas Y Catástrofes
132,1592838,2021,9,19,6,849,4,0,2,0,0,0,0,1,8.8,7.233333333333333,4.7,21.7,49.0,32.333333333333336,19.0,97.0,70.0,51.666666666666664,35.0,155.0,Soporte Vital Avanzado
133,1592884,2018,7,17,1,2009,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Avanzado
134,1592886,2017,6,27,1,2394,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,19.0,19.0,19.0,19.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
135,1592890,2017,11,21,1,2247,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,19.0,19.0,19.0,19.0,45.0,45.0,45.0,45.0,Electrocardiografía
136,1592951,2021,4,22,3,999,3,1,0,0,0,1,1,0,7.1,6.233333333333333,5.1,18.7,29.0,25.666666666666668,19.0,77.0,70.0,55.0,45.0,165.0,Tecnologías De La Información En Entornos Sanitarios
137,1592961,2018,6,18,0,2038,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Avanzado
